clip,frame,t,Root,Pelvis,Spine1,Spine2,Neck,Head,L_Clavicle,R_Clavicle,L_Shoulder,R_Shoulder,L_Elbow,R_Elbow,L_Hand,R_Hand,L_Hip,R_Hip,L_KneeLower,R_KneeLower,L_Foot,R_Foot,L_Toe,R_Toe,Axe_Handle,Axe_Head,Axe_Jaw,Weapon,SnapWeapon,SnapWeapon2Hand
idle1,65,2.1667,14.8932|122.2164|13.5713,14.0443|116.5331|12.4479,14.4754|130.5838|11.7119,14.1312|147.2614|8.9692,11.5656|178.8553|3.6242,11.2876|185.1324|0.7227,7.8876|170.1976|4.987,13.5346|170.4186|0.7262,-9.0193|166.6822|15.6267,24.9215|164.7702|-15.0802,-36.1547|140.8897|-0.0977,30.5653|127.8944|-31.1169,-45.6071|117.7305|16.3378,38.1501|100.3624|-40.0781,1.8779|109.8455|17.9629,24.283|110.107|3.671,-13.3476|64.1676|26.232,40.0467|64.1215|-1.1763,-28.177|16.9261|15.776,35.1666|16.9343|-18.799,-27.918|8.0497|26.368,43.9587|8.0581|-12.8857,-24.1407|107.3127|-66.8671,104.0417|89.79|-8.894,99.877|84.641|-10.9147,26.9509|87.6982|-44.0632,26.9403|87.6955|-44.063,38.1501|100.3624|-40.0781
run,0,0.0,-5.8395|108.3487|-2.8797,-6.4136|103.9859|-6.2294,-6.0575|116.4029|-3.1404,-7.065|130.4363|2.339,-5.5046|150.6176|29.2561,-4.3986|157.4011|38.9921,-10.3644|144.3409|18.2653,1.0|145.063|19.4514,-29.8271|151.0733|19.5692,34.43|148.8688|13.6663,-52.4202|118.0298|12.7501,40.6348|127.9829|-20.6009,-56.9542|89.9701|22.1255,44.9411|98.3712|-19.8927,-20.5907|102.2778|-10.6188,5.3415|96.5629|-11.6973,-16.4387|54.4169|-1.7457,12.4702|49.6875|0.0735,-11.1498|16.9196|-35.3164,9.0423|48.7688|-50.4082,-10.5998|8.0471|-24.7304,9.0214|40.168|-61.2291,27.4137|144.4707|-76.5227,35.679|59.2023|36.4376,38.0646|57.6484|30.1273,36.5715|100.9343|-37.333,36.5643|100.9418|-37.3426,44.9389|98.3707|-19.8927
run,1,0.0333,-6.0128|120.335|0.8026,-6.283|115.9498|-2.5562,-6.4507|128.3805|0.5142,-8.3981|142.8232|5.8562,-5.9067|164.1916|31.7682,-4.8009|170.0996|41.0377,-11.0011|156.2272|23.8268,-0.043|160.9782|21.0558,-30.7576|161.3235|26.9145,32.3336|165.6352|13.2678,-52.3437|127.0957|23.5505,38.361|146.1991|-21.873,-54.2977|99.8331|35.7462,43.8114|116.7786|-22.6616,-20.2631|114.3084|-7.5602,5.617|108.2698|-7.3089,-15.4327|67.3462|-26.4502,12.8959|62.8794|9.2262,-10.434|18.6972|-46.0164,11.4716|47.0002|-38.8031,-10.0454|9.559|-35.6516,12.0381|35.9029|-47.0248,24.1895|165.6326|-76.2114,36.4672|74.1206|31.3703,38.7958|73.0073|24.9466,35.1084|120.1329|-39.8019,36.3593|118.5301|-39.9188,43.8092|116.778|-22.6616
run,2,0.0667,-2.5628|125.7778|6.5102,-2.5658|121.3645|3.1775,-3.1976|133.8094|6.1527,-5.654|148.7786|11.2746,-1.969|171.9429|35.4425,-0.5073|177.0475|44.2201,-6.63|163.0191|30.8197,2.4639|170.9553|24.0684,-26.1969|166.0557|36.6281,33.149|176.9386|12.9887,-46.5093|130.8969|36.918,38.3032|159.9128|-23.515,-45.9153|105.0831|52.0539,45.3666|130.9925|-26.6166,-16.2004|119.684|-2.6918,9.5075|113.3377|-0.4263,-13.7466|73.5659|-28.6673,14.7938|71.4431|24.1413,-11.2098|25.791|-55.5734,13.5994|43.2502|-17.8674,-11.1001|15.3406|-46.5254,14.6373|29.7362|-20.5806,21.7408|182.9686|-75.398,41.8406|83.999|24.1009,43.959|83.4875|17.53,35.8744|135.2908|-43.1153,36.5156|134.3864|-41.9805,45.3645|130.9918|-26.6166
run,3,0.1,0.171|127.9339|10.2725,0.3527|123.458|7.0295,-0.6293|135.9448|9.7523,-2.8732|151.5966|14.598,0.2944|176.1148|37.4688,1.701|180.3486|46.0505,-3.4951|168.7437|35.1531,4.1962|178.0014|27.0364,-22.7674|170.047|42.4128,34.0933|184.6803|15.2558,-41.8897|134.3216|45.0305,38.9211|169.7913|-22.2138,-39.5869|110.157|62.5396,47.893|141.6848|-27.2562,-12.772|120.8834|0.3743,12.9985|115.9027|4.543,-12.4196|76.3111|-31.8192,15.5008|78.102|35.3897,-12.0599|30.1373|-65.1664,13.8464|38.3473|4.1197,-11.8736|16.994|-60.8881,14.4111|24.77|6.6505,21.8404|195.7227|-72.4279,46.6597|91.5113|20.4323,48.7144|91.4894|13.8214,38.053|146.6609|-43.3558,37.7495|147.0326|-42.7164,47.8909|141.6841|-27.2562
run,4,0.1333,2.5683|129.2333|13.2724,2.891|124.684|10.1445,1.6325|137.2181|12.5539,-0.3122|153.5434|17.1519,2.1357|179.0393|39.0201,3.5113|182.5869|47.5316,-1.1467|174.1101|38.3222,5.6738|183.8363|29.8544,-20.0228|174.0754|46.6597,35.1637|190.9471|17.9387,-37.6572|137.7597|51.0209,39.5077|178.1558|-20.3558,-33.7028|115.221|70.3126,49.9128|150.9669|-27.3124,-9.6833|121.0988|2.9188,16.0566|117.7851|8.6439,-10.5377|78.6318|-34.4173,16.5073|81.905|41.7964,-11.4283|34.6386|-73.0917,14.5133|34.8371|23.3131,-11.0858|20.8246|-73.4713,14.699|22.7696|30.0517,22.5916|207.136|-69.0005,49.8925|97.9704|17.2348,51.9124|98.3907|10.6265,39.8946|156.7209|-43.0385,39.2427|157.1284|-42.9439,49.9107|150.9661|-27.3124
run,5,0.1667,4.1724|129.9466|14.785,4.5971|125.3315|11.7678,3.1651|137.9091|13.8807,0.991|154.808|18.2194,2.9488|180.8254|39.5152,4.2688|183.9755|47.9929,-0.1019|177.5032|39.8108,6.2475|187.1106|31.1575,-18.749|176.8556|48.6248,35.6543|194.2763|19.449,-35.5509|140.2977|54.1057,39.7434|183.1663|-19.3944,-30.6845|119.0886|74.6555,50.8204|156.6841|-27.8731,-7.6233|121.0634|4.3099,18.0403|118.8787|10.8604,-9.6091|80.9094|-36.7305,17.0012|82.8359|43.8227,-11.6718|39.3123|-79.2421,14.1035|32.7757|36.9982,-11.1661|25.9577|-82.7756,14.0049|22.8751|46.6436,22.9895|214.6568|-66.6535,51.2616|101.4004|13.7997,53.3036|102.1951|7.2327,40.7982|163.1448|-43.3197,39.9591|163.229|-43.427,50.8183|156.6832|-27.8731
run,6,0.2,5.3797|130.4787|15.5726,5.8504|125.7984|12.6645,4.3778|138.4257|14.4888,2.0831|155.8461|18.5614,3.8552|182.2625|39.3769,5.1224|185.2647|47.7227,0.9655|180.0551|40.4214,6.9813|189.0655|31.6619,-17.5062|179.1479|49.5755,36.267|196.1513|19.8796,-33.4963|142.4419|56.3433,39.9544|185.6992|-19.1861,-27.6423|122.4899|77.8712,51.3974|159.6745|-28.5491,-6.1842|121.0697|5.1822,19.4283|119.5915|12.1192,-9.0285|82.9945|-38.1992,17.3194|82.1203|43.3944,-11.9806|43.551|-83.1357,13.6058|31.7698|46.8622,-11.0857|31.0541|-88.9765,13.2857|24.6752|58.721,22.6643|218.3891|-65.513,52.7073|103.1521|11.4083,54.7295|104.178|4.8674,41.262|166.4561|-43.7829,40.2513|167.2892|-43.9412,51.3953|159.6736|-28.5492
run,7,0.2333,6.3641|130.7915|15.9309,6.8764|126.0616|13.1115,5.3939|138.7291|14.7043,2.9145|156.5585|18.534,4.604|183.1538|39.1274,5.8022|186.2111|47.31,1.8376|181.8716|40.7664,7.6233|190.1824|32.0443,-16.4968|180.7749|50.1722,36.7298|197.3078|20.0538,-31.9357|143.9943|57.765,40.0099|187.3916|-19.1875,-25.5267|125.0597|80.0407,51.6385|161.7789|-29.4177,-5.0136|120.9908|5.6222,20.5462|120.0412|12.8403,-8.4902|85.0017|-39.3486,17.4515|80.7662|41.7293,-12.0972|47.7193|-85.9314,13.0469|31.5755|52.7684,-11.141|35.9399|-93.1019,12.6235|26.9606|65.7911,22.0052|221.1669|-64.5494,53.8275|104.1066|8.8212,55.8207|105.3566|2.3104,41.3757|168.8716|-44.4227,40.374|170.1621|-44.484,51.6365|161.778|-29.4178
run,8,0.2667,7.2046|130.7821|15.9815,7.756|126.0124|13.2373,6.2847|138.7146|14.6356,3.5712|156.8107|18.2484,5.2429|183.4163|38.8299,6.3705|186.7987|46.8703,2.5528|183.0304|40.9837,8.1941|190.8142|32.3142,-15.6749|181.7707|50.5746,37.0998|198.0958|20.0673,-30.7907|144.9569|58.642,39.9825|188.6624|-19.3238,-24.184|126.8346|81.5272,51.6336|163.4436|-30.4665,-4.0064|120.6861|5.7239,21.4943|120.144|13.1888,-7.2334|86.0685|-39.8153,17.7547|79.509|40.0493,-10.582|50.2074|-86.9869,12.9266|31.181|54.2651,-9.6484|39.0494|-95.0933,12.4368|27.8025|67.6596,21.3685|223.5467|-63.7975,54.4455|104.7025|6.0666,56.4139|106.1612|-0.4083,41.2745|170.8732|-45.2406,40.4606|172.2949|-45.1571,51.6316|163.4427|-30.4666
run,9,0.3,7.9786|130.3472|15.8454,8.563|125.552|13.1531,7.1186|138.2818|14.4208,4.1947|156.4752|17.8746,5.9854|183.028|38.5142,7.071|187.1007|46.4723,3.3069|183.6981|41.164,8.8974|191.3486|32.4152,-14.8376|182.3733|50.9027,37.6554|198.7435|19.9274,-29.6366|145.4893|59.2328,40.1769|189.5951|-19.5557,-22.9009|128.0108|82.5766,51.8243|164.7838|-31.5819,-3.076|120.0532|5.5721,22.3622|119.8292|13.263,-5.5482|86.7492|-40.2106,18.1819|78.62|39.1667,-8.1149|52.249|-87.6345,12.9424|30.6527|54.4206,-7.1254|41.4895|-96.2566,12.3783|27.6036|67.891,21.0972|225.4094|-63.5146,55.0953|105.2631|3.6273,57.0424|106.879|-2.8166,41.3892|172.4708|-46.1696,40.6444|174.1322|-46.061,51.8223|164.7828|-31.5821
run,10,0.3333,8.3551|128.7079|15.1123,8.9663|123.9112|12.4286,7.5626|136.6578|13.6808,4.4626|154.7136|17.0769,6.6191|181.1625|37.8147,7.6413|186.6581|45.6772,3.8358|183.3049|40.9893,9.5426|191.2849|31.9294,-14.2454|182.0822|50.8582,38.2524|198.6712|19.2696,-28.6149|145.0343|59.2124,40.5336|189.4947|-20.2215,-21.6409|128.0004|82.8134,52.1834|165.1851|-33.23,-2.6032|118.456|4.7108,22.8053|118.2846|12.501,-4.0311|87.4621|-40.5393,18.3923|77.7571|39.2727,-5.516|55.3547|-87.4127,12.5111|29.326|52.4086,-4.73|44.7641|-96.2618,12.2634|27.7415|66.138,21.1262|225.8949|-64.6798,55.7841|105.4264|1.5412,57.7146|107.0983|-4.8934,41.692|172.9284|-47.7474,40.9757|174.7352|-47.5655,52.1814|165.1841|-33.2301
run,11,0.3667,8.448|125.1972|12.9643,9.0739|120.4148|10.2586,7.7291|133.1718|11.5774,4.4795|150.8582|15.0076,7.1276|177.1394|35.9011,8.099|184.5357|43.5996,3.9927|180.8599|39.2099,10.1822|189.6373|30.0953,-14.0783|179.8758|49.1241,38.9319|196.97|17.3533,-27.9713|142.5882|57.2139,40.984|187.5001|-22.0811,-20.7568|125.8131|80.9277,52.4886|163.791|-36.2733,-2.4937|115.1626|2.3986,22.9654|114.9237|10.0197,-3.2629|86.7941|-41.8237,17.7996|70.6159|29.9397,-4.0652|57.4058|-87.6334,11.758|21.556|40.7849,-3.333|47.2646|-96.9986,11.6445|20.9375|54.5933,20.9979|224.2412|-67.7918,56.5395|104.1949|-1.2734,58.4249|105.8474|-7.7264,41.8795|171.4304|-50.7602,41.5073|172.567|-49.9962,52.4866|163.7901|-36.2734
run,12,0.4,8.6709|119.588|8.9666,9.2731|114.8407|6.1945,8.0372|127.5987|7.696,4.7041|144.7513|11.2668,7.874|170.7662|32.4192,8.9031|180.034|39.9641,3.9807|176.7128|35.1921,11.394|185.6761|26.7005,-14.2328|176.1935|44.8782,40.3994|192.717|14.1401,-27.4736|138.4818|52.0427,41.9857|182.4312|-25.111,-20.0522|121.6148|75.6272,53.1566|159.238|-40.3813,-2.3734|109.8867|-1.7422,23.246|109.6275|5.3206,-3.739|78.8772|-41.8886,18.3209|68.6149|33.2007,-2.0709|58.5037|-90.3197,11.5964|17.5191|30.8849,-1.6924|48.2653|-99.5998,11.0857|14.0147|44.2462,20.7757|218.6749|-72.9088,58.1483|100.5626|-3.9757,59.9244|102.0656|-10.4959,42.2771|166.4436|-54.8898,42.4109|168.2605|-53.8952,53.1546|159.2371|-40.3814
run,13,0.4333,8.8492|113.188|4.2747,9.3811|108.5267|1.3468,8.2655|121.2489|3.2676,4.7558|137.7384|7.0518,8.0268|163.0993|28.9693,9.099|173.8344|36.5284,3.3623|170.7118|30.8759,12.3093|180.0242|23.7277,-15.1993|170.5976|39.8913,41.7822|186.919|11.8456,-27.3214|132.2251|45.3168,43.139|175.7511|-27.1724,-19.4166|114.8157|68.3435,53.8199|152.9183|-43.3118,-2.4897|103.9983|-6.5116,23.411|103.7622|-0.5617,-6.8836|64.9213|-36.1915,17.4906|65.8125|26.0896,-0.9083|63.493|-86.8555,10.5602|18.0473|21.3013,-0.1951|55.2346|-97.9179,9.9041|9.4012|32.0661,21.3584|211.3408|-77.5519,58.9094|95.4083|-5.1046,60.6594|96.7041|-11.6761,42.886|159.6771|-57.9935,43.3742|161.8645|-57.9345,53.8178|152.9174|-43.3118
run,14,0.4667,8.8683|107.9262|0.4951,9.3058|103.3693|-2.6076,8.3258|116.0301|-0.2102,4.661|131.8211|3.7974,7.9584|156.2239|26.7731,9.2877|167.5462|34.6564,2.9721|162.3179|27.4874,13.1358|173.0122|22.1802,-15.9796|162.7149|35.642,43.0909|179.7309|10.8354,-27.3506|123.8229|38.2756,44.1842|167.6446|-27.9163,-19.3075|105.2682|60.3399,54.2786|144.9935|-44.6771,-2.8012|99.1827|-10.2933,23.3505|99.2217|-5.5614,-9.1608|56.4642|-32.6765,17.2474|61.2495|19.2327,-0.5358|65.9548|-81.4079,10.391|14.9759|10.92,0.3639|59.1185|-93.3888,10.3906|6.0987|21.5153,22.0718|202.7588|-80.2468,59.1058|88.3006|-5.2345,60.8767|89.4507|-11.8275,43.4025|151.4665|-59.5295,43.8348|151.4827|-59.3723,54.2766|144.9925|-44.6771
run,15,0.5,8.6882|103.8319|-2.3734,8.9148|99.2833|-5.5106,8.089|111.9439|-3.0181,5.2971|127.2951|1.1641,8.0444|149.1202|26.6664,9.5784|159.4881|35.5446,2.8095|151.911|25.6355,13.9965|158.6295|22.5203,-16.6866|152.744|32.3459,44.6983|165.794|12.3266,-28.0428|113.9413|28.5758,44.5673|152.8806|-26.1726,-21.0436|92.455|48.2011,53.4288|130.1819|-43.5548,-2.8759|94.2071|-13.1518,23.239|96.9374|-9.0455,-11.7089|47.5855|-23.1921,17.1413|60.1285|19.7653,-2.0775|61.0278|-70.6349,11.0095|15.9123|-0.1791,-1.4766|54.7197|-82.9204,11.0481|7.2792|10.6161,21.8061|188.2269|-79.1933,57.7281|73.6615|-3.8049,59.4569|74.7436|-10.4206,42.5209|136.734|-58.3491,43.7266|136.0151|-57.8376,53.4267|130.181|-43.5548
run,16,0.5333,8.1888|102.804|-3.5674,8.1629|98.2586|-6.7172,7.5339|110.9216|-4.1531,6.1467|125.8948|0.3594,7.3626|145.5994|27.645,8.8245|153.7771|37.6319,2.0092|144.7148|23.706,13.9531|145.2822|22.1062,-18.0338|146.7107|28.1914,45.8367|152.3615|13.8888,-29.852|109.657|16.5219,45.2424|138.4345|-24.2511,-24.8854|84.8629|32.534,53.5196|115.1591|-41.152,-3.1877|92.2475|-14.3465,22.5667|97.6554|-10.6352,-12.6698|44.5916|-13.833,15.8077|58.853|16.6361,-2.656|60.4554|-60.5432,9.6271|18.6136|-11.7921,-1.6211|55.2117|-73.2915,9.5146|9.6755|-1.2486,23.4514|173.5523|-77.5588,56.2479|58.8293|-0.9948,58.0808|59.8354|-7.5943,42.9261|121.8175|-56.1262,43.2795|121.8157|-56.1588,53.5175|115.1582|-41.152
run,17,0.5667,7.5018|103.9287|-3.6235,7.1741|99.4058|-6.7889,6.9156|112.0615|-4.11,6.4179|126.6816|0.6678,5.8637|146.4649|27.9178,6.869|152.2736|37.9385,0.61|141.7581|20.9667,13.0463|139.7949|21.5648,-19.5965|145.4036|23.0239,45.9901|146.2745|14.9632,-33.2567|111.635|5.0822,44.6375|131.4117|-22.8023,-30.5933|84.3827|17.1661,52.4672|107.2737|-38.6751,-3.9238|92.7171|-14.2235,21.4699|99.9069|-11.0973,-11.2951|47.2525|1.7881,14.9755|56.7811|8.8182,-6.7295|50.0021|-48.442,9.7671|18.4673|-22.3682,-5.8356|42.8524|-60.239,9.6569|9.2744|-12.0462,23.7431|166.207|-75.2964,53.8659|50.9007|1.49,55.7668|51.8738|-5.0953,42.1103|114.1248|-53.7277,42.4606|113.8583|-52.9339,52.4652|107.2728|-38.6752
run,18,0.6,6.3881|107.455|-2.2004,5.7361|102.9687|-5.3676,5.9839|115.6052|-2.593,6.3437|130.0555|2.3404,4.0109|150.2106|29.2213,4.3008|154.5634|39.0146,-0.9048|142.4267|19.8466,11.5517|140.531|23.7327,-20.8509|147.6976|19.4052,45.4208|145.8804|19.5689,-36.6398|118.2247|-3.6358,43.9815|130.2811|-17.8952,-36.6285|89.4142|4.4731,51.6806|105.2562|-32.3994,-5.344|95.7765|-12.3448,19.8387|103.9919|-10.1895,-10.4082|54.4623|13.2308,14.1924|56.0595|-2.6214,-11.5357|38.334|-34.7236,9.908|16.3719|-33.7266,-10.563|28.6259|-44.5161,9.91|7.4925|-23.1331,25.3389|164.8766|-69.6934,50.6942|48.8903|7.7877,52.7751|49.8109|1.2495,41.8615|112.3587|-47.694,41.8648|112.3576|-47.696,51.6785|105.2554|-32.3995
run,19,0.6333,4.3697|116.3301|2.2894,3.3827|111.8682|-0.8252,4.2134|124.4881|1.9058,5.2601|139.0443|6.7848,1.9698|160.4979|32.5368,1.7293|164.6485|42.0141,-2.6184|150.7269|22.6162,9.0708|149.6826|29.5102,-21.9401|157.4893|20.0149,43.4651|153.2493|27.5699,-40.0386|132.3954|-6.2828,43.0365|137.2806|-9.7635,-43.0052|103.0331|-1.2977,51.3547|111.6677|-22.8281,-7.7984|103.9978|-6.843,17.2088|112.9823|-6.373,-12.467|64.6424|21.7225,13.3744|64.6712|-26.6902,-14.5057|35.0969|-19.3131,9.4076|14.6254|-47.729,-13.2285|22.2083|-24.1441,9.4298|4.7416|-38.0659,27.9714|172.1526|-60.6978,47.4043|55.0927|16.8803,49.7638|56.0026|10.4359,42.3241|119.1061|-38.4456,42.2243|119.5464|-38.9326,51.3525|111.667|-22.8283
run,20,0.6667,2.0336|125.1871|7.4253,0.7592|120.7355|4.4016,2.1354|133.3388|6.9683,3.7274|148.2361|11.6484,-0.0277|171.4036|35.8024,-0.6965|175.5567|44.8962,-4.5711|162.0384|26.9608,6.1577|159.7807|35.4616,-23.022|170.0269|22.3165,40.767|161.5634|35.5151,-42.7345|148.8713|-6.1911,41.8923|144.9515|-1.5219,-48.9906|119.735|-3.4091,50.9203|118.6693|-12.6413,-10.6285|112.3865|-0.4758,14.2803|121.5422|-1.9,-14.6072|73.2306|28.4658,11.4899|73.0461|-30.1223,-16.7298|34.688|-4.26,8.6048|22.8055|-59.3511,-15.2239|20.9892|-3.1826,8.6069|10.8981|-52.331,30.0592|179.095|-52.0479,44.4834|62.7059|27.6048,47.0813|63.4855|21.2355,42.5827|126.0761|-28.6541,42.6411|127.2622|-29.925,50.9181|118.6686|-12.6416
run,21,0.7,-0.1498|128.2835|10.8212,-1.6157|123.8096|7.9197,0.1957|136.4108|10.1812,1.8364|151.8417|14.6414,-1.7271|176.2458|37.5759,-2.5798|180.317|46.383,-6.4891|171.4585|30.4717,3.3887|164.3166|39.5766,-24.1737|180.2871|24.5443,37.9936|164.8526|40.6374,-44.1271|161.5121|-5.4254,41.4281|148.1043|3.8045,-53.4503|133.1271|-3.6446,50.4751|121.0916|-5.3803,-13.4413|115.4968|4.1477,11.6178|123.7647|0.9876,-14.976|76.9474|34.118,10.0004|78.8939|-34.1768,-15.506|32.6458|9.6619,8.3306|32.4081|-70.5973,-13.6993|20.1128|15.207,8.2951|18.7494|-68.4746,32.3111|181.1416|-46.6524,41.4493|66.1898|35.8195,44.2524|66.767|29.5159,42.8016|128.3515|-21.7874,42.4792|129.6792|-22.3942,50.473|121.091|-5.3806
run,22,0.7333,-2.1555|129.1913|13.3784,-3.7639|124.6829|10.6089,-1.5852|137.2779|12.512,0.0232|153.3426|16.7236,-3.2345|178.7413|38.5993,-4.2208|182.7481|47.1709,-7.8494|179.9045|33.0338,0.7748|166.8783|42.7982,-24.831|189.3405|26.0762,35.285|166.4799|44.6177,-44.4418|172.3868|-5.1778,40.9248|149.5193|8.1554,-56.4291|144.9734|-4.3955,49.5699|121.8194|0.8155,-16.1065|116.7126|7.9053,9.1487|123.5114|3.1876,-16.1362|79.539|39.6033,8.2234|82.6016|-36.2643,-16.1783|31.0972|24.9608,7.2708|40.2189|-77.1264,-14.6101|20.0883|33.1725,7.1453|26.6517|-79.7689,33.4788|181.0693|-42.4262,38.6189|68.4183|43.4944,41.5098|68.735|37.212,42.2828|128.786|-15.8923,42.169|130.2621|-15.9296,49.5677|121.8188|0.8152
run,23,0.7667,-3.4647|129.8369|14.7189,-5.1755|125.2947|12.0684,-2.7294|137.8771|13.6458,-1.0825|154.5967|17.5913,-3.8563|180.6581|38.7422,-4.8638|184.5976|47.1492,-8.1712|185.0152|33.6904,-0.8399|169.1253|44.889,-24.6222|194.9019|26.1115,33.5583|168.1003|46.9557,-43.9592|179.3316|-6.0206,40.7434|150.9158|10.872,-57.9067|152.8513|-6.265,48.944|122.7337|5.0053,-17.944|117.7573|10.2442,7.4239|123.0609|4.3582,-16.9005|80.9288|42.3254,6.9004|84.8806|-37.46,-16.5142|30.3864|39.8105,6.3641|45.3254|-80.7736,-14.9772|21.4288|50.2262,6.1059|32.4999|-85.9222,34.932|181.1324|-40.0787,36.1026|70.9502|49.1262,39.0496|70.998|42.8621,41.9929|129.4162|-11.9597,42.066|130.9132|-11.6577,48.9418|122.7332|5.005
run,24,0.8,-4.4124|130.4098|15.4871,-6.1685|125.8247|12.9423,-3.5776|138.4026|14.2184,-1.9029|155.7479|17.8785,-4.2866|182.1799|38.613,-5.2677|186.0649|46.9086,-8.3425|188.2793|33.6768,-2.0625|171.1377|46.499,-24.4802|198.431|25.7813,32.2373|169.8592|48.5301,-43.5796|183.514|-6.7997,40.5879|152.5924|12.7378,-58.767|157.7439|-7.8208,48.5872|124.1326|8.053,-19.309|118.82|11.743,6.1686|122.5663|5.1731,-17.0408|79.8406|41.1044,5.9768|85.9773|-37.829,-15.2729|29.7759|48.2746,5.7843|48.0704|-82.369,-13.8225|21.9543|59.5798,5.3554|35.8358|-88.7876,35.7939|181.5708|-38.5999,34.6752|73.8594|53.5739,37.6163|73.6729|47.3096,41.7651|130.4992|-9.0849,42.0777|131.6763|-8.4737,48.5851|124.1321|8.0527
run,25,0.8333,-5.1743|130.7411|15.8858,-6.9536|126.115|13.4331,-4.3088|138.6943|14.4585,-2.4583|156.5504|17.8557,-4.5441|183.1531|38.4031,-5.4683|187.0485|46.6083,-8.3913|190.3944|33.4566,-2.982|172.6696|47.8624,-24.3429|200.7289|25.4211,31.2331|171.2911|49.7943,-43.2419|185.9999|-7.3617,40.6582|153.8897|14.3355,-59.2809|160.7868|-9.0504,48.5406|125.2348|10.7772,-20.2734|119.3993|12.6222,5.2503|122.1899|5.7623,-17.2089|79.0123|39.9376,5.2081|86.946|-38.0193,-14.3836|30.3741|53.6255,5.1706|50.4326|-83.3668,-13.0939|24.0902|65.8703,4.5199|38.6579|-90.5778,36.7134|181.5504|-37.472,33.8025|76.5657|57.7581,36.7198|76.1428|51.4942,41.7891|131.239|-6.5188,42.1282|132.3063|-5.9177,48.5384|125.2343|10.7769
run,26,0.8667,-5.8421|130.7557|15.986,-7.6289|126.0877|13.6194,-5.0013|138.676|14.4222,-2.8626|156.8679|17.5917,-4.7246|183.4923|38.1326,-5.5524|187.5037|46.2423,-8.41|191.6352|33.1622,-3.7115|173.5801|49.0132,-24.2674|202.1059|25.1167,30.4387|172.1684|50.8398,-43.016|187.215|-7.6793,40.8787|154.6238|15.7377,-59.6508|162.443|-10.0101,48.7046|125.8438|13.2159,-20.9878|119.4253|13.0467,4.569|121.7804|6.1468,-17.3216|78.2181|39.0305,4.5167|87.638|-37.9464,-13.7828|30.4446|55.3457,4.4688|52.2657|-83.6169,-12.6546|25.7092|68.2836,3.5606|40.8406|-91.3439,37.5374|181.0118|-36.4942,33.4287|78.7224|61.5824,36.3045|78.0809|55.3178,41.958|131.4853|-4.2036,42.179|132.6703|-3.7755,48.7024|125.8434|13.2157
run,27,0.9,-6.5074|130.3775|15.8579,-8.285|125.6759|13.5518,-5.7144|138.2739|14.1996,-3.3355|156.5745|17.2272,-5.0129|183.1582|37.8365,-5.6962|187.4474|45.8092,-8.5415|192.3146|32.9001,-4.4691|173.8212|50.0134,-24.3482|202.897|24.9013,29.6404|172.3371|51.7984,-43.0178|187.7542|-7.8244,40.9437|154.5164|17.1052,-60.2021|163.4475|-10.9359,48.6403|125.6316|15.5793,-21.6522|119.0226|13.0742,3.9634|121.1225|6.3114,-17.3626|78.4899|40.0062,3.9653|88.4609|-38.0132,-13.1813|30.5561|55.6868,3.9736|54.6225|-83.9234,-12.2253|26.8665|68.9744,2.8198|43.6243|-92.2166,37.8648|179.6378|-35.4749,33.0933|80.0647|65.3291,35.8955|79.2104|59.0567,41.8112|130.9189|-1.919,42.1916|132.6344|-1.8334,48.6381|125.6312|15.5791
run,28,0.9333,-7.0385|128.9155|15.0354,-8.7832|124.1967|12.7393,-6.3088|136.8047|13.3567,-3.7869|154.9881|16.3755,-5.3113|181.4877|37.1047,-5.7036|186.423|44.7719,-8.7231|191.4891|32.1627,-4.9473|173.76|50.1246,-24.5118|202.1638|24.2512,29.1267|172.1365|51.9736,-43.1947|186.8014|-8.3643,41.1013|153.826|17.764,-60.971|163.0951|-12.5847,48.607|124.8555|17.2422,-22.1472|117.5467|12.1433,3.5672|119.5496|5.7355,-17.5065|75.1024|35.883,3.5582|88.9547|-38.6,-12.8489|27.2892|51.7959,3.555|57.257|-84.5219,-12.2174|25.7076|65.514,2.1044|46.8475|-93.5,38.0114|177.5838|-35.1675,32.9953|80.929|68.4265,35.7067|79.8584|62.1473,41.6423|129.7595|-0.3142,42.1306|131.2509|-0.7499,48.6048|124.8551|17.2421
run,29,0.9667,-7.4047|125.586|12.7535,-9.0948|120.8595|10.4325,-6.7571|133.4802|11.1044,-4.146|151.3844|14.2079,-5.5551|177.7428|35.1244,-5.5892|183.4643|42.3872,-8.8631|188.5742|30.2439,-4.8911|171.9141|47.9489,-24.6906|199.3046|22.4868,29.1339|170.1327|49.9432,-43.5203|183.6419|-9.9007,41.4132|151.0367|16.2753,-61.8649|160.6446|-15.414,48.4861|121.957|16.7702,-22.4518|114.2293|9.5345,3.3977|116.2093|3.6875,-17.3608|70.4632|30.6353,3.2674|88.1183|-40.3957,-12.2392|21.225|41.1417,3.1385|59.0143|-86.0568,-11.3578|17.7477|54.4915,1.4784|48.6793|-95.0844,38.3841|173.0319|-37.3466,32.5134|80.0482|69.5113,35.1688|78.7221|63.257,41.4891|126.3698|-0.9033,41.9605|128.7012|-1.1244,48.4839|121.9567|16.7701
